response,cv,region,identity,experience,date,ssyk1,vacancy,sent,ssyk
Nej,3,Göteborg,2,2,2018-04-16,4,699,2018-04-17,4322
Nej,1,Göteborg,1,3,2018-08-29,5,1291,2018-08-28,5242
Nej,2,Göteborg,4,2,2018-08-29,5,1291,2018-08-29,5242
Intresserad,3,Göteborg,2,1,2018-08-29,5,1291,2018-08-30,5242
"",3,Göteborg,1,1,2018-03-26,5,2034,2018-03-25,5311
"",1,Göteborg,4,2,2018-03-26,5,2034,2018-03-26,5311
"",2,Göteborg,3,3,2018-03-26,5,2034,2018-03-27,5311
Ja,2,Göteborg,3,3,2018-03-26,5,1966,2018-03-25,5241
Ja,1,Göteborg,4,2,2018-03-26,5,1966,2018-03-26,5241
"",3,Göteborg,1,1,2018-03-26,5,1966,2018-03-27,5241
Intresserad,1,Göteborg,2,3,2018-10-15,5,698,2018-10-14,5321
Intresserad,2,Göteborg,1,1,2018-10-15,5,698,2018-10-15,5321
"",3,Göteborg,3,2,2018-10-15,5,698,2018-10-16,5321
Nej,2,Göteborg,3,2,2018-05-04,5,1806,2018-05-03,5242
Nej,3,Göteborg,1,3,2018-05-04,5,1806,2018-05-06,5242
Nej,1,Göteborg,2,1,2018-05-04,5,1806,2018-05-07,5242
"",2,Göteborg,4,2,2018-09-28,5,30,2018-09-27,5343
Ja,2,Göteborg,1,3,2018-10-03,5,610,2018-10-02,5343
"",3,Göteborg,3,1,2018-09-28,5,30,2018-09-30,5343
"",1,Göteborg,4,2,2018-10-03,5,610,2018-10-03,5343
"",1,Göteborg,1,3,2018-09-28,5,30,2018-10-01,5343
"",3,Göteborg,3,1,2018-10-03,5,610,2018-10-04,5343
"",1,Göteborg,2,1,2018-04-10,5,1431,2018-04-09,5131
Ja,1,Göteborg,1,2,2018-09-28,5,2347,2018-09-27,5131
"",2,Göteborg,4,3,2018-04-10,5,1431,2018-04-10,5131
Ja,3,Göteborg,2,1,2018-09-28,5,2347,2018-09-30,5131
Ja,3,Göteborg,1,2,2018-04-10,5,1431,2018-04-11,5131
"",2,Göteborg,3,3,2018-09-28,5,2347,2018-10-01,5131
"",2,Göteborg,4,3,2018-04-27,5,2198,2018-04-26,5330
Ja,1,Göteborg,1,1,2018-04-27,5,2198,2018-04-29,5330
Ja,3,Göteborg,3,2,2018-04-27,5,2198,2018-04-30,5330
Ja,3,Göteborg,1,3,2018-04-04,6,1220,2018-04-03,6112
"",2,Göteborg,3,2,2018-04-04,6,1220,2018-04-04,6112
Ja,1,Göteborg,2,1,2018-04-04,6,1220,2018-04-05,6112
"",2,Göteborg,3,1,2018-04-13,7,1120,2018-04-12,7231
"",3,Göteborg,1,3,2018-04-13,7,1120,2018-04-15,7231
"",1,Göteborg,2,2,2018-04-13,7,1120,2018-04-16,7231
"",1,Göteborg,1,1,2018-03-26,7,416,2018-03-25,7223
"",2,Göteborg,2,2,2018-03-26,7,416,2018-03-26,7223
"",3,Göteborg,4,3,2018-03-26,7,416,2018-03-27,7223
"",1,Göteborg,4,3,2018-10-05,7,1936,2018-10-04,7114
"",3,Göteborg,1,1,2018-10-05,7,1936,2018-10-07,7114
"",2,Göteborg,2,2,2018-10-05,7,1936,2018-10-08,7114
Nej,3,Göteborg,1,3,2018-08-29,8,671,2018-08-28,8213
Nej,2,Göteborg,3,2,2018-08-29,8,671,2018-08-29,8213
"",1,Göteborg,4,1,2018-08-29,8,671,2018-08-30,8213
Ja,3,Göteborg,1,3,2018-04-20,9,2970,2018-04-19,9412
Ja,2,Göteborg,4,1,2018-04-20,9,2970,2018-04-22,9412
"",1,Göteborg,2,2,2018-04-20,9,2970,2018-04-23,9412
"",2,Göteborg,1,2,2018-10-19,9,860,2018-10-18,9411
"",3,Göteborg,4,2,2018-04-26,9,1503,2018-04-25,9411
"",3,Göteborg,2,3,2018-10-19,9,860,2018-10-21,9411
"",1,Göteborg,1,3,2018-04-26,9,1503,2018-04-26,9411
"",1,Göteborg,4,1,2018-10-19,9,860,2018-10-22,9411
"",2,Göteborg,3,1,2018-04-26,9,1503,2018-04-29,9411
"",1,Göteborg,3,3,2018-03-26,9,1265,2018-03-25,9310
Nej,3,Göteborg,1,2,2018-03-26,9,1265,2018-03-26,9310
Nej,2,Göteborg,2,1,2018-03-26,9,1265,2018-03-27,9310
"",2,Göteborg,2,2,2018-04-20,9,799,2018-04-19,9412
Nej,2,Göteborg,2,3,2018-08-31,9,1204,2018-08-30,9412
"",3,Göteborg,4,2,2018-04-04,9,1983,2018-04-03,9412
"",1,Göteborg,1,3,2018-04-20,9,799,2018-04-22,9412
Nej,3,Göteborg,4,2,2018-08-31,9,1204,2018-09-02,9412
Ja,1,Göteborg,2,1,2018-04-04,9,1983,2018-04-04,9412
"",3,Göteborg,3,1,2018-04-20,9,799,2018-04-23,9412
Nej,1,Göteborg,3,1,2018-08-31,9,1204,2018-09-03,9412
"",2,Göteborg,1,3,2018-04-04,9,1983,2018-04-05,9412
Intresserad,1,Göteborg,3,1,2018-04-11,9,1543,2018-04-10,9610
Nej,3,Göteborg,4,3,2018-04-11,9,1543,2018-04-11,9610
"",2,Göteborg,1,2,2018-04-11,9,1543,2018-04-12,9610
"",3,Göteborg,4,1,2018-10-29,9,2530,2018-10-29,9411
"",1,Göteborg,2,2,2018-10-29,9,2530,2018-10-30,9411
"",2,Göteborg,3,3,2018-10-29,9,2530,2018-10-31,9411
"",2,Göteborg,4,1,2018-04-23,9,282,2018-04-22,9412
"",2,Göteborg,2,1,2018-09-12,9,684,2018-09-11,9412
"",3,Göteborg,2,2,2018-08-15,9,787,2018-08-14,9412
"",1,Göteborg,4,1,2018-05-25,9,905,2018-05-24,9412
"",2,Göteborg,2,1,2018-10-03,9,1148,2018-10-02,9412
"",1,Göteborg,1,2,2018-03-28,9,1244,2018-03-27,9412
Ja,1,Göteborg,2,1,2018-03-26,9,1519,2018-03-25,9412
Ja,1,Göteborg,1,3,2018-08-08,9,2917,2018-08-07,9412
"",1,Göteborg,1,3,2018-04-23,9,282,2018-04-23,9412
"",1,Göteborg,4,2,2018-09-12,9,684,2018-09-12,9412
"",2,Göteborg,1,3,2018-08-15,9,787,2018-08-15,9412
"",2,Göteborg,1,2,2018-05-25,9,905,2018-05-27,9412
"",3,Göteborg,3,3,2018-10-03,9,1148,2018-10-03,9412
"",2,Göteborg,3,1,2018-03-28,9,1244,2018-03-28,9412
"",2,Göteborg,4,3,2018-03-26,9,1519,2018-03-26,9412
Ja,2,Göteborg,2,2,2018-08-08,9,2917,2018-08-08,9412
Ja,3,Göteborg,2,2,2018-04-23,9,282,2018-04-24,9412
"",3,Göteborg,3,3,2018-09-12,9,684,2018-09-13,9412
"",1,Göteborg,3,1,2018-08-15,9,787,2018-08-16,9412
"",3,Göteborg,3,3,2018-05-25,9,905,2018-05-28,9412
"",1,Göteborg,1,2,2018-10-03,9,1148,2018-10-04,9412
"",3,Göteborg,2,3,2018-03-28,9,1244,2018-03-29,9412
Ja,3,Göteborg,1,2,2018-03-26,9,1519,2018-03-27,9412
"",3,Göteborg,4,1,2018-08-08,9,2917,2018-08-09,9412
Ja,3,Göteborg,1,2,2018-05-18,9,35,2018-05-17,9111
Nej,1,Göteborg,1,2,2018-08-14,9,495,2018-08-13,9111
"",2,Göteborg,3,1,2018-08-14,9,1167,2018-08-13,9111
"",2,Göteborg,3,1,2018-09-12,9,1505,2018-09-11,9111
Nej,2,Göteborg,4,3,2018-05-16,9,1801,2018-05-15,9111
"",3,Göteborg,3,3,2018-05-25,9,1979,2018-05-24,9111
Ja,2,Göteborg,2,1,2018-05-18,9,35,2018-05-20,9111
"",2,Göteborg,2,3,2018-08-14,9,495,2018-08-14,9111
"",3,Göteborg,1,2,2018-08-14,9,1167,2018-08-14,9111
"",1,Göteborg,1,2,2018-09-12,9,1505,2018-09-12,9111
"",3,Göteborg,2,2,2018-05-16,9,1801,2018-05-16,9111
"",1,Göteborg,1,2,2018-05-25,9,1979,2018-05-27,9111
Ja,1,Göteborg,4,3,2018-05-18,9,35,2018-05-21,9111
"",3,Göteborg,4,1,2018-08-14,9,495,2018-08-15,9111
"",1,Göteborg,4,3,2018-08-14,9,1167,2018-08-15,9111
"",3,Göteborg,2,3,2018-09-12,9,1505,2018-09-13,9111
"",1,Göteborg,1,1,2018-05-16,9,1801,2018-05-17,9111
"",2,Göteborg,4,1,2018-05-25,9,1979,2018-05-28,9111
"",3,Göteborg,1,1,2018-05-18,3,268,2018-05-17,3322
Ja,3,Göteborg,4,1,2018-03-26,3,2788,2018-03-25,3322
"",1,Göteborg,2,3,2018-05-18,3,268,2018-05-20,3322
Ja,2,Göteborg,2,2,2018-03-26,3,2788,2018-03-26,3322
"",2,Göteborg,4,2,2018-05-18,3,268,2018-05-21,3322
Ja,1,Göteborg,3,3,2018-03-26,3,2788,2018-03-27,3322
"",3,Göteborg,2,1,2018-09-28,4,1797,2018-09-27,4322
"",2,Göteborg,4,2,2018-09-28,4,1797,2018-09-30,4322
"",1,Göteborg,1,3,2018-09-28,4,1797,2018-10-01,4322
"",1,Göteborg,1,1,2018-03-26,5,2319,2018-03-25,5152
"",3,Göteborg,2,3,2018-03-26,5,2319,2018-03-26,5152
"",2,Göteborg,4,2,2018-03-26,5,2319,2018-03-27,5152
"",1,Göteborg,1,2,2018-03-30,5,1206,2018-03-29,5343
"",3,Göteborg,4,3,2018-03-30,5,1206,2018-04-01,5343
"",2,Göteborg,2,1,2018-03-30,5,1206,2018-04-02,5343
"",1,Göteborg,2,3,2018-10-12,5,1748,2018-10-11,5131
"",2,Göteborg,4,2,2018-10-12,5,1748,2018-10-14,5131
"",3,Göteborg,1,1,2018-10-12,5,1748,2018-10-15,5131
"",2,Göteborg,2,3,2018-04-26,7,1755,2018-04-25,7131
"",1,Göteborg,4,2,2018-04-26,7,1755,2018-04-26,7131
"",3,Göteborg,3,1,2018-04-26,7,1755,2018-04-29,7131
"",3,Göteborg,4,1,2018-08-08,7,1285,2018-08-07,7412
Ja,1,Göteborg,1,2,2018-08-08,7,1285,2018-08-08,7412
"",2,Göteborg,2,3,2018-08-08,7,1285,2018-08-09,7412
"",2,Göteborg,2,2,2018-04-10,7,533,2018-04-09,7223
"",3,Göteborg,1,1,2018-04-10,7,533,2018-04-10,7223
"",1,Göteborg,3,3,2018-04-10,7,533,2018-04-11,7223
"",3,Göteborg,1,2,2018-04-12,8,359,2018-04-11,8329
"",1,Göteborg,2,1,2018-04-12,8,359,2018-04-12,8329
"",2,Göteborg,4,3,2018-04-12,8,359,2018-04-15,8329
"",1,Göteborg,1,1,2018-10-19,8,1114,2018-10-18,8329
"",2,Göteborg,2,2,2018-10-19,8,1114,2018-10-21,8329
"",3,Göteborg,3,3,2018-10-19,8,1114,2018-10-22,8329
"",3,Göteborg,3,1,2018-10-01,8,2004,2018-09-30,8213
"",1,Göteborg,4,3,2018-10-01,8,2004,2018-10-01,8213
"",2,Göteborg,2,2,2018-10-01,8,2004,2018-10-02,8213
Intresserad,3,Göteborg,2,1,2018-04-10,9,2684,2018-04-09,9120
Intresserad,2,Göteborg,3,3,2018-04-10,9,2684,2018-04-10,9120
Intresserad,1,Göteborg,1,2,2018-04-10,9,2684,2018-04-11,9120
"",1,Göteborg,1,3,2018-06-08,9,1264,2018-06-07,9120
"",3,Göteborg,4,2,2018-06-08,9,1264,2018-06-10,9120
"",2,Göteborg,2,1,2018-06-08,9,1264,2018-06-11,9120
"",2,Göteborg,1,3,2018-05-16,9,2309,2018-05-15,9412
"",1,Göteborg,4,1,2018-05-16,9,2309,2018-05-16,9412
"",3,Göteborg,3,2,2018-05-16,9,2309,2018-05-17,9412
"",1,Göteborg,4,1,2018-08-08,9,2248,2018-08-07,9413
"",2,Göteborg,4,1,2018-09-12,9,3213,2018-09-11,9413
Nej,2,Göteborg,3,3,2018-08-08,9,2248,2018-08-08,9413
"",3,Göteborg,1,3,2018-09-12,9,3213,2018-09-12,9413
Nej,3,Göteborg,2,2,2018-08-08,9,2248,2018-08-09,9413
"",1,Göteborg,2,2,2018-09-12,9,3213,2018-09-13,9413
"",3,Göteborg,1,3,2018-08-14,9,374,2018-08-13,9412
"",1,Göteborg,1,2,2018-09-12,9,943,2018-09-11,9412
"",2,Göteborg,2,1,2018-08-14,9,374,2018-08-14,9412
Ja,3,Göteborg,2,3,2018-09-12,9,943,2018-09-12,9412
"",1,Göteborg,4,2,2018-08-14,9,374,2018-08-15,9412
"",2,Göteborg,4,1,2018-09-12,9,943,2018-09-13,9412
"",3,Göteborg,2,2,2018-10-10,9,2358,2018-10-09,9412
"",2,Göteborg,3,1,2018-10-10,9,2358,2018-10-10,9412
"",1,Göteborg,4,3,2018-10-10,9,2358,2018-10-11,9412
"",3,Göteborg,4,1,2018-05-09,9,339,2018-05-08,9111
"",2,Göteborg,1,2,2018-05-09,9,339,2018-05-09,9111
"",1,Göteborg,3,3,2018-05-09,9,339,2018-05-10,9111
"",2,Malmö,4,2,2018-06-08,4,1197,2018-06-07,4322
"",3,Malmö,3,1,2018-06-08,4,1197,2018-06-10,4322
"",1,Malmö,1,3,2018-06-08,4,1197,2018-06-11,4322
"",1,Malmö,4,3,2018-04-16,5,3252,2018-04-15,5223
"",2,Malmö,1,2,2018-04-16,5,3252,2018-04-16,5223
"",3,Malmö,2,1,2018-04-16,5,3252,2018-04-17,5223
"",3,Malmö,1,3,2018-09-12,5,1554,2018-09-11,5312
Nej,1,Malmö,1,1,2018-08-08,5,2613,2018-08-07,5312
"",1,Malmö,4,2,2018-09-12,5,1554,2018-09-12,5312
Nej,3,Malmö,2,3,2018-08-08,5,2613,2018-08-08,5312
"",2,Malmö,2,1,2018-09-12,5,1554,2018-09-13,5312
Nej,2,Malmö,4,2,2018-08-08,5,2613,2018-08-09,5312
"",1,Malmö,2,1,2018-04-10,5,151,2018-04-09,5321
"",2,Malmö,4,2,2018-06-04,5,2640,2018-06-03,5321
"",2,Malmö,3,3,2018-04-10,5,151,2018-04-10,5321
Nej,1,Malmö,1,3,2018-06-04,5,2640,2018-06-04,5321
"",3,Malmö,4,2,2018-04-10,5,151,2018-04-11,5321
"",3,Malmö,2,1,2018-06-04,5,2640,2018-06-05,5321
"",1,Malmö,4,3,2018-04-26,5,1117,2018-04-25,5120
Ja,2,Malmö,1,2,2018-04-26,5,1117,2018-04-26,5120
Ja,3,Malmö,2,1,2018-04-26,5,1117,2018-04-29,5120
"",3,Malmö,4,2,2018-05-18,5,31,2018-05-17,5343
"",3,Malmö,2,1,2018-08-14,5,1950,2018-08-13,5343
"",2,Malmö,4,1,2018-04-06,5,3083,2018-04-05,5343
"",2,Malmö,2,3,2018-05-18,5,31,2018-05-20,5343
Intresserad,2,Malmö,1,3,2018-08-14,5,1950,2018-08-14,5343
"",3,Malmö,1,2,2018-04-06,5,3083,2018-04-08,5343
"",1,Malmö,3,1,2018-05-18,5,31,2018-05-21,5343
Nej,1,Malmö,4,2,2018-08-14,5,1950,2018-08-15,5343
"",1,Malmö,2,3,2018-04-06,5,3083,2018-04-09,5343
"",1,Malmö,4,3,2018-04-04,5,2419,2018-04-03,5131
"",3,Malmö,1,2,2018-04-04,5,2419,2018-04-04,5131
"",2,Malmö,2,1,2018-04-04,5,2419,2018-04-05,5131
"",1,Malmö,2,2,2018-03-21,6,305,2018-03-21,6113
"",2,Malmö,4,3,2018-03-21,6,305,2018-03-22,6113
"",3,Malmö,3,1,2018-03-21,6,305,2018-03-23,6113
"",2,Malmö,2,3,2018-08-15,7,2487,2018-08-14,7125
"",3,Malmö,1,1,2018-08-15,7,2487,2018-08-15,7125
"",1,Malmö,4,2,2018-08-15,7,2487,2018-08-16,7125
"",2,Malmö,1,1,2018-08-14,8,2587,2018-08-13,8341
"",3,Malmö,2,2,2018-08-14,8,2587,2018-08-14,8341
"",1,Malmö,4,3,2018-08-14,8,2587,2018-08-15,8341
"",2,Malmö,4,3,2018-05-28,8,2392,2018-05-27,8213
"",1,Malmö,3,1,2018-05-28,8,2392,2018-05-28,8213
"",3,Malmö,1,2,2018-05-28,8,2392,2018-05-29,8213
"",3,Malmö,2,2,2018-10-08,9,2047,2018-10-07,9411
"",2,Malmö,3,1,2018-05-25,9,2955,2018-05-24,9411
"",1,Malmö,4,1,2018-10-08,9,2047,2018-10-08,9411
"",3,Malmö,1,2,2018-05-25,9,2955,2018-05-27,9411
"",2,Malmö,1,3,2018-10-08,9,2047,2018-10-09,9411
"",1,Malmö,4,3,2018-05-25,9,2955,2018-05-28,9411
Nej,3,Malmö,1,1,2018-05-23,9,1240,2018-05-22,9320
Nej,2,Malmö,2,3,2018-05-23,9,1240,2018-05-23,9320
Nej,1,Malmö,3,2,2018-05-23,9,1240,2018-05-24,9320
"",2,Malmö,4,1,2018-10-29,9,1192,2018-10-29,9412
"",1,Malmö,1,3,2018-10-29,9,1192,2018-10-30,9412
Ja,3,Malmö,2,2,2018-10-29,9,1192,2018-10-31,9412
"",3,Malmö,3,3,2018-03-28,4,1001,2018-03-27,4211
"",1,Malmö,2,1,2018-03-28,4,1001,2018-03-28,4211
"",2,Malmö,1,2,2018-03-28,4,1001,2018-03-29,4211
"",2,Malmö,3,3,2018-10-17,5,972,2018-10-16,5222
"",1,Malmö,4,1,2018-10-12,5,1946,2018-10-11,5222
"",3,Malmö,2,2,2018-10-17,5,972,2018-10-17,5222
"",2,Malmö,2,3,2018-10-12,5,1946,2018-10-14,5222
"",1,Malmö,1,1,2018-10-17,5,972,2018-10-18,5222
"",3,Malmö,3,2,2018-10-12,5,1946,2018-10-15,5222
Ja,2,Malmö,2,2,2018-04-11,5,2866,2018-04-10,5223
"",1,Malmö,4,3,2018-04-11,5,2866,2018-04-11,5223
"",3,Malmö,3,1,2018-04-11,5,2866,2018-04-12,5223
"",2,Malmö,4,2,2018-03-28,5,1398,2018-03-27,5241
Ja,1,Malmö,2,3,2018-03-28,5,1398,2018-03-28,5241
Ja,3,Malmö,1,1,2018-03-28,5,1398,2018-03-29,5241
Ja,1,Malmö,1,3,2018-10-08,5,2216,2018-10-07,5241
Ja,3,Malmö,2,2,2018-10-08,5,2216,2018-10-08,5241
Ja,2,Malmö,4,1,2018-10-08,5,2216,2018-10-09,5241
Nej,1,Malmö,3,1,2018-10-26,5,1787,2018-10-25,5242
"",1,Malmö,3,2,2018-04-06,5,2865,2018-04-05,5242
Nej,2,Malmö,2,3,2018-10-26,5,1787,2018-10-29,5242
"",2,Malmö,1,1,2018-04-06,5,2865,2018-04-08,5242
Nej,3,Malmö,4,2,2018-10-26,5,1787,2018-10-30,5242
"",3,Malmö,2,3,2018-04-06,5,2865,2018-04-09,5242
"",3,Malmö,3,3,2018-05-09,5,1335,2018-05-08,5230
"",2,Malmö,4,2,2018-05-09,5,1335,2018-05-09,5230
"",1,Malmö,2,1,2018-05-09,5,1335,2018-05-10,5230
"",1,Malmö,1,1,2018-03-28,5,1261,2018-03-27,5343
"",2,Malmö,3,1,2018-09-14,5,1999,2018-09-13,5343
"",3,Malmö,2,3,2018-03-28,5,1261,2018-03-28,5343
"",3,Malmö,2,3,2018-09-14,5,1999,2018-09-16,5343
"",2,Malmö,4,2,2018-03-28,5,1261,2018-03-29,5343
"",1,Malmö,1,2,2018-09-14,5,1999,2018-09-17,5343
"",2,Malmö,3,2,2018-09-12,5,29,2018-09-11,5131
"",1,Malmö,1,2,2018-08-08,5,2221,2018-08-07,5131
"",3,Malmö,4,1,2018-09-12,5,29,2018-09-12,5131
"",3,Malmö,4,1,2018-08-08,5,2221,2018-08-08,5131
"",1,Malmö,2,3,2018-09-12,5,29,2018-09-13,5131
"",2,Malmö,3,3,2018-08-08,5,2221,2018-08-09,5131
"",2,Malmö,3,2,2018-04-26,5,2129,2018-04-25,5342
"",1,Malmö,2,3,2018-04-26,5,2129,2018-04-26,5342
"",3,Malmö,4,1,2018-04-26,5,2129,2018-04-29,5342
Nej,3,Malmö,2,1,2018-05-04,6,15,2018-05-03,6112
Nej,2,Malmö,4,2,2018-05-04,6,15,2018-05-06,6112
Nej,1,Malmö,1,3,2018-05-04,6,15,2018-05-07,6112
"",2,Malmö,3,1,2018-03-21,8,1852,2018-03-21,8143
"",3,Malmö,2,2,2018-03-21,8,1852,2018-03-22,8143
"",1,Malmö,4,3,2018-03-21,8,1852,2018-03-23,8143
"",2,Malmö,3,1,2018-08-08,9,2446,2018-08-07,9310
"",3,Malmö,4,2,2018-08-08,9,2446,2018-08-08,9310
"",1,Malmö,1,3,2018-08-08,9,2446,2018-08-09,9310
"",2,Malmö,3,2,2018-04-26,9,226,2018-04-25,9412
"",3,Malmö,4,1,2018-04-26,9,226,2018-04-26,9412
"",1,Malmö,2,3,2018-04-26,9,226,2018-04-29,9412
"",3,Malmö,1,3,2018-08-08,9,2020,2018-08-07,9411
"",2,Malmö,3,1,2018-08-08,9,2020,2018-08-08,9411
"",1,Malmö,4,2,2018-08-08,9,2020,2018-08-09,9411
"",2,Malmö,3,3,2018-03-28,9,1648,2018-03-27,9111
"",1,Malmö,2,1,2018-03-28,9,1648,2018-03-28,9111
"",3,Malmö,4,2,2018-03-28,9,1648,2018-03-29,9111
"",1,Göteborg,2,3,2018-09-12,2,2268,2018-09-11,2342
"",2,Göteborg,4,2,2018-09-12,2,2268,2018-09-12,2342
"",3,Göteborg,1,1,2018-09-12,2,2268,2018-09-13,2342
"",2,Göteborg,2,2,2018-03-28,3,1619,2018-03-27,3322
"",3,Göteborg,4,3,2018-03-28,3,1619,2018-03-28,3322
"",1,Göteborg,1,1,2018-03-28,3,1619,2018-03-29,3322
"",1,Göteborg,2,2,2018-04-12,5,2334,2018-04-11,5312
"",2,Göteborg,3,1,2018-04-12,5,2334,2018-04-12,5312
"",3,Göteborg,1,3,2018-04-12,5,2334,2018-04-15,5312
"",1,Göteborg,1,1,2018-04-23,5,3098,2018-04-22,5321
"",2,Göteborg,3,3,2018-04-23,5,3098,2018-04-23,5321
"",3,Göteborg,4,2,2018-04-23,5,3098,2018-04-24,5321
"",3,Göteborg,2,2,2018-05-16,5,227,2018-05-15,5120
"",1,Göteborg,1,3,2018-05-16,5,227,2018-05-16,5120
"",2,Göteborg,4,1,2018-05-16,5,227,2018-05-17,5120
"",2,Göteborg,3,2,2018-04-26,5,2909,2018-04-25,5343
"",1,Göteborg,4,3,2018-04-26,5,2909,2018-04-26,5343
"",3,Göteborg,2,1,2018-04-26,5,2909,2018-04-29,5343
Ja,1,Göteborg,2,3,2018-10-03,5,1005,2018-10-02,5343
Nej,1,Göteborg,3,1,2018-08-14,5,2070,2018-08-13,5343
"",2,Göteborg,2,2,2018-09-21,5,2787,2018-09-20,5343
"",3,Göteborg,3,2,2018-10-03,5,1005,2018-10-03,5343
Nej,3,Göteborg,4,2,2018-08-14,5,2070,2018-08-14,5343
Ja,1,Göteborg,4,3,2018-09-21,5,2787,2018-09-23,5343
"",2,Göteborg,1,1,2018-10-03,5,1005,2018-10-04,5343
"",2,Göteborg,2,3,2018-08-14,5,2070,2018-08-15,5343
Ja,3,Göteborg,1,1,2018-09-21,5,2787,2018-09-24,5343
"",3,Göteborg,1,3,2018-06-04,5,802,2018-06-03,5131
"",2,Göteborg,1,2,2018-06-04,5,2515,2018-06-03,5131
"",1,Göteborg,3,1,2018-06-04,5,802,2018-06-04,5131
"",1,Göteborg,4,1,2018-06-04,5,2515,2018-06-04,5131
"",2,Göteborg,4,2,2018-06-04,5,802,2018-06-05,5131
"",3,Göteborg,3,3,2018-06-04,5,2515,2018-06-05,5131
Ja,3,Göteborg,2,2,2018-10-05,5,3120,2018-10-04,5330
Ja,1,Göteborg,4,3,2018-10-05,5,3120,2018-10-07,5330
Ja,2,Göteborg,3,1,2018-10-05,5,3120,2018-10-08,5330
"",1,Göteborg,2,2,2018-10-17,7,125,2018-10-16,7114
"",3,Göteborg,3,3,2018-10-17,7,125,2018-10-17,7114
"",2,Göteborg,4,1,2018-10-17,7,125,2018-10-18,7114
"",3,Göteborg,1,2,2018-04-05,9,2886,2018-04-04,9412
"",1,Göteborg,4,3,2018-04-05,9,2886,2018-04-05,9412
"",2,Göteborg,2,1,2018-04-05,9,2886,2018-04-08,9412
"",2,Göteborg,4,2,2018-04-26,9,733,2018-04-25,9412
"",3,Göteborg,1,1,2018-04-26,9,733,2018-04-26,9412
"",1,Göteborg,3,3,2018-04-26,9,733,2018-04-29,9412
Nej,3,Göteborg,2,2,2018-08-17,9,1095,2018-08-16,9111
Nej,1,Göteborg,3,1,2018-08-17,9,1095,2018-08-19,9111
Nej,2,Göteborg,4,3,2018-08-17,9,1095,2018-08-20,9111
Ja,2,Göteborg,1,1,2018-04-11,9,2364,2018-04-10,9111
Intresserad,3,Göteborg,3,2,2018-04-11,9,2364,2018-04-11,9111
Intresserad,1,Göteborg,4,3,2018-04-11,9,2364,2018-04-12,9111
"",1,Stockholm,1,2,2018-05-16,3,2457,2018-05-15,3322
"",3,Stockholm,4,3,2018-05-16,3,2457,2018-05-16,3322
"",2,Stockholm,3,1,2018-05-16,3,2457,2018-05-17,3322
"",3,Stockholm,3,2,2018-08-08,3,58,2018-08-07,3422
Ja,1,Stockholm,1,1,2018-08-08,3,58,2018-08-08,3422
Ja,2,Stockholm,2,3,2018-08-08,3,58,2018-08-09,3422
Nej,3,Stockholm,3,2,2018-10-03,4,1379,2018-10-02,4115
Nej,1,Stockholm,4,3,2018-10-03,4,1379,2018-10-03,4115
Nej,2,Stockholm,1,1,2018-10-03,4,1379,2018-10-04,4115
Nej,1,Stockholm,1,2,2018-10-12,4,1400,2018-10-11,4222
Nej,3,Stockholm,4,1,2018-10-12,4,1400,2018-10-14,4222
Nej,2,Stockholm,2,3,2018-10-12,4,1400,2018-10-15,4222
"",1,Stockholm,3,2,2018-03-26,5,741,2018-03-25,5311
"",3,Stockholm,2,2,2018-06-04,5,2423,2018-06-03,5311
"",2,Stockholm,1,3,2018-03-26,5,741,2018-03-26,5311
"",1,Stockholm,4,3,2018-06-04,5,2423,2018-06-04,5311
"",3,Stockholm,4,1,2018-03-26,5,741,2018-03-27,5311
Intresserad,2,Stockholm,1,1,2018-06-04,5,2423,2018-06-05,5311
"",1,Stockholm,4,3,2018-09-07,5,2138,2018-09-06,5223
"",3,Stockholm,2,2,2018-09-07,5,2138,2018-09-09,5223
Nej,2,Stockholm,3,1,2018-09-07,5,2138,2018-09-10,5223
Nej,3,Stockholm,2,3,2018-05-16,5,819,2018-05-15,5120
Nej,2,Stockholm,1,1,2018-05-16,5,819,2018-05-16,5120
"",1,Stockholm,4,2,2018-05-16,5,819,2018-05-17,5120
Ja,2,Stockholm,2,1,2018-03-22,5,973,2018-03-22,5343
"",2,Stockholm,4,1,2018-05-09,5,2938,2018-05-08,5343
Ja,3,Stockholm,1,3,2018-03-22,5,973,2018-03-23,5343
Ja,1,Stockholm,3,2,2018-05-09,5,2938,2018-05-09,5343
Ja,1,Stockholm,4,2,2018-03-22,5,973,2018-03-25,5343
Ja,3,Stockholm,1,3,2018-05-09,5,2938,2018-05-10,5343
"",1,Stockholm,2,1,2018-04-13,5,3287,2018-04-12,5131
"",2,Stockholm,3,2,2018-04-13,5,3287,2018-04-15,5131
"",3,Stockholm,1,3,2018-04-13,5,3287,2018-04-16,5131
Ja,3,Stockholm,1,3,2018-09-12,8,1358,2018-09-11,8213
Ja,1,Stockholm,2,1,2018-09-12,8,1358,2018-09-12,8213
"",2,Stockholm,3,2,2018-09-12,8,1358,2018-09-13,8213
"",1,Stockholm,3,3,2018-03-22,9,1273,2018-03-22,9119
"",1,Stockholm,1,1,2018-10-19,9,2524,2018-10-18,9119
"",2,Stockholm,1,2,2018-03-22,9,1273,2018-03-23,9119
"",2,Stockholm,3,2,2018-10-19,9,2524,2018-10-21,9119
"",3,Stockholm,4,1,2018-03-22,9,1273,2018-03-25,9119
