response,cv,region,identity,experience,date,ssyk1,vacancy,sent,ssyk
"",2,Stockholm,2,3,2018-04-27,3,2096,2018-04-30,3512
Nej,2,Stockholm,2,3,2018-08-17,3,2103,2018-08-20,3512
"",1,Stockholm,4,2,2018-03-22,3,2293,2018-03-25,3512
"",3,Stockholm,1,3,2018-08-24,3,2368,2018-08-27,3512
"",1,Stockholm,3,3,2018-10-26,3,2503,2018-10-30,3512
"",3,Stockholm,3,3,2018-10-24,3,2743,2018-10-25,3512
"",2,Stockholm,1,2,2018-10-10,3,2782,2018-10-11,3512
Intresserad,3,Stockholm,4,3,2018-04-06,3,3249,2018-04-09,3512
"",3,Stockholm,4,3,2018-04-16,3,98,2018-04-15,3512
"",2,Stockholm,3,1,2018-03-22,3,121,2018-03-22,3512
Nej,1,Stockholm,2,3,2018-08-17,3,1045,2018-08-16,3512
Ja,2,Stockholm,1,2,2018-08-13,3,1440,2018-08-12,3512
"",2,Stockholm,3,1,2018-05-23,3,2900,2018-05-22,3512
Ja,2,Stockholm,1,2,2018-04-16,3,98,2018-04-16,3512
Ja,1,Stockholm,2,2,2018-03-22,3,121,2018-03-23,3512
Nej,2,Stockholm,3,1,2018-08-17,3,1045,2018-08-19,3512
"",3,Stockholm,4,1,2018-08-13,3,1440,2018-08-13,3512
"",1,Stockholm,4,3,2018-05-23,3,2900,2018-05-23,3512
"",1,Stockholm,3,1,2018-04-16,3,98,2018-04-17,3512
"",3,Stockholm,4,3,2018-03-22,3,121,2018-03-25,3512
Nej,3,Stockholm,1,2,2018-08-17,3,1045,2018-08-20,3512
Ja,1,Stockholm,2,3,2018-08-13,3,1440,2018-08-14,3512
"",3,Stockholm,1,2,2018-05-23,3,2900,2018-05-24,3512
"",2,Stockholm,1,2,2018-09-28,3,2507,2018-09-27,3323
"",2,Stockholm,3,3,2018-08-20,3,3300,2018-08-19,3323
"",3,Stockholm,2,3,2018-09-28,3,2507,2018-09-30,3323
"",3,Stockholm,1,2,2018-08-20,3,3300,2018-08-20,3323
"",1,Stockholm,4,1,2018-09-28,3,2507,2018-10-01,3323
"",1,Stockholm,4,1,2018-08-20,3,3300,2018-08-21,3323
Ja,1,Stockholm,1,1,2018-03-28,3,1751,2018-03-27,3422
"",3,Stockholm,4,3,2018-03-28,3,1751,2018-03-28,3422
Ja,2,Stockholm,2,2,2018-03-28,3,1751,2018-03-29,3422
"",3,Stockholm,1,3,2018-05-16,3,123,2018-05-15,3322
"",3,Stockholm,2,1,2018-04-05,3,1750,2018-04-04,3322
"",2,Stockholm,2,2,2018-03-26,3,2213,2018-03-25,3322
"",3,Stockholm,3,1,2018-03-30,3,2793,2018-03-29,3322
"",2,Stockholm,4,2,2018-05-16,3,123,2018-05-16,3322
"",1,Stockholm,4,2,2018-04-05,3,1750,2018-04-05,3322
"",3,Stockholm,1,1,2018-03-26,3,2213,2018-03-26,3322
"",2,Stockholm,1,3,2018-03-30,3,2793,2018-04-01,3322
"",1,Stockholm,3,1,2018-05-16,3,123,2018-05-17,3322
"",2,Stockholm,3,3,2018-04-05,3,1750,2018-04-08,3322
"",1,Stockholm,3,3,2018-03-26,3,2213,2018-03-27,3322
"",1,Stockholm,2,2,2018-03-30,3,2793,2018-04-02,3322
"",1,Stockholm,3,1,2018-05-02,3,1422,2018-05-01,3339
"",3,Stockholm,4,1,2018-03-22,3,2193,2018-03-22,3339
"",2,Stockholm,2,1,2018-05-18,3,2765,2018-05-17,3339
"",2,Stockholm,4,2,2018-05-02,3,1422,2018-05-02,3339
"",1,Stockholm,2,3,2018-03-22,3,2193,2018-03-23,3339
"",3,Stockholm,1,2,2018-05-18,3,2765,2018-05-20,3339
"",3,Stockholm,1,3,2018-05-02,3,1422,2018-05-03,3339
"",2,Stockholm,3,2,2018-03-22,3,2193,2018-03-25,3339
"",1,Stockholm,4,3,2018-05-18,3,2765,2018-05-21,3339
Nej,2,Stockholm,1,2,2018-05-23,3,3066,2018-05-22,3212
Nej,1,Stockholm,4,3,2018-05-23,3,3066,2018-05-23,3212
Nej,3,Stockholm,3,1,2018-05-23,3,3066,2018-05-24,3212
"",3,Stockholm,3,2,2018-04-13,3,389,2018-04-12,3322
"",3,Stockholm,3,3,2018-03-28,3,471,2018-03-27,3322
"",2,Stockholm,2,2,2018-10-24,3,996,2018-10-23,3322
Ja,3,Stockholm,4,1,2018-05-09,3,1713,2018-05-08,3322
"",1,Stockholm,2,2,2018-08-29,3,2211,2018-08-28,3322
Nej,2,Stockholm,4,3,2018-03-22,3,3146,2018-03-22,3322
"",2,Stockholm,1,1,2018-04-13,3,389,2018-04-15,3322
"",1,Stockholm,1,2,2018-03-28,3,471,2018-03-28,3322
"",1,Stockholm,1,1,2018-10-24,3,996,2018-10-24,3322
Ja,1,Stockholm,2,2,2018-05-09,3,1713,2018-05-09,3322
"",2,Stockholm,3,3,2018-08-29,3,2211,2018-08-29,3322
"",3,Stockholm,2,2,2018-03-22,3,3146,2018-03-23,3322
"",1,Stockholm,4,3,2018-04-13,3,389,2018-04-16,3322
"",2,Stockholm,4,1,2018-03-28,3,471,2018-03-29,3322
Nej,3,Stockholm,4,3,2018-10-24,3,996,2018-10-25,3322
Ja,2,Stockholm,3,3,2018-05-09,3,1713,2018-05-10,3322
"",3,Stockholm,4,1,2018-08-29,3,2211,2018-08-30,3322
"",1,Stockholm,1,1,2018-03-22,3,3146,2018-03-25,3322
Ja,1,Stockholm,1,3,2018-09-12,3,314,2018-09-11,3322
"",3,Stockholm,4,2,2018-06-04,3,800,2018-06-03,3322
Ja,1,Stockholm,2,3,2018-08-31,3,1570,2018-08-30,3322
"",2,Stockholm,3,1,2018-08-15,3,1609,2018-08-14,3322
"",1,Stockholm,3,3,2018-08-08,3,3303,2018-08-07,3322
Ja,3,Stockholm,3,1,2018-09-12,3,314,2018-09-12,3322
"",2,Stockholm,3,1,2018-06-04,3,800,2018-06-04,3322
Ja,3,Stockholm,4,1,2018-08-31,3,1570,2018-09-02,3322
"",1,Stockholm,2,2,2018-08-15,3,1609,2018-08-15,3322
"",2,Stockholm,1,1,2018-08-08,3,3303,2018-08-08,3322
Ja,2,Stockholm,4,2,2018-09-12,3,314,2018-09-13,3322
"",1,Stockholm,2,3,2018-06-04,3,800,2018-06-05,3322
Ja,2,Stockholm,1,2,2018-08-31,3,1570,2018-09-03,3322
"",3,Stockholm,4,3,2018-08-15,3,1609,2018-08-16,3322
"",3,Stockholm,4,2,2018-08-08,3,3303,2018-08-09,3322
"",1,Stockholm,1,1,2018-03-22,3,1757,2018-03-22,3324
"",3,Stockholm,3,2,2018-03-22,3,1757,2018-03-23,3324
"",2,Stockholm,2,3,2018-03-22,3,1757,2018-03-25,3324
"",2,Stockholm,2,1,2018-03-22,3,2621,2018-03-22,3411
"",3,Stockholm,3,3,2018-03-22,3,2621,2018-03-23,3411
"",1,Stockholm,4,2,2018-03-22,3,2621,2018-03-25,3411
"",2,Stockholm,3,1,2018-03-22,3,2288,2018-03-22,3322
"",3,Stockholm,1,2,2018-08-13,3,2940,2018-08-12,3322
"",1,Stockholm,1,2,2018-03-22,3,2288,2018-03-23,3322
"",1,Stockholm,3,1,2018-08-13,3,2940,2018-08-13,3322
"",3,Stockholm,4,3,2018-03-22,3,2288,2018-03-25,3322
"",2,Stockholm,2,3,2018-08-13,3,2940,2018-08-14,3322
"",3,Stockholm,3,3,2018-04-11,3,834,2018-04-10,3314
"",1,Stockholm,1,1,2018-04-11,3,834,2018-04-11,3314
"",2,Stockholm,2,2,2018-04-11,3,834,2018-04-12,3314
Ja,2,Stockholm,2,3,2018-04-05,3,3181,2018-04-04,3322
Ja,3,Stockholm,1,2,2018-04-05,3,3181,2018-04-05,3322
Ja,1,Stockholm,3,1,2018-04-05,3,3181,2018-04-08,3322
"",3,Stockholm,1,3,2018-04-04,3,1734,2018-04-03,3521
"",1,Stockholm,3,2,2018-04-04,3,1734,2018-04-04,3521
"",2,Stockholm,4,1,2018-04-04,3,1734,2018-04-05,3521
"",3,Stockholm,4,1,2018-04-06,3,2696,2018-04-05,3422
"",2,Stockholm,2,2,2018-04-06,3,2696,2018-04-08,3422
"",1,Stockholm,1,3,2018-04-06,3,2696,2018-04-09,3422
Nej,2,Stockholm,3,3,2018-03-22,3,311,2018-03-22,3449
Nej,1,Stockholm,2,1,2018-03-22,3,311,2018-03-23,3449
Nej,3,Stockholm,4,2,2018-03-22,3,311,2018-03-25,3449
"",3,Stockholm,2,3,2018-03-30,3,277,2018-03-29,3322
"",1,Stockholm,3,1,2018-08-13,3,402,2018-08-12,3322
"",3,Stockholm,4,3,2018-08-24,3,484,2018-08-23,3322
Nej,3,Stockholm,1,2,2018-10-03,3,568,2018-10-02,3322
"",3,Stockholm,2,2,2018-03-28,3,664,2018-03-27,3322
"",2,Stockholm,2,2,2018-09-12,3,798,2018-09-11,3322
"",3,Stockholm,3,3,2018-08-13,3,998,2018-08-12,3322
Ja,3,Stockholm,2,3,2018-10-19,3,1154,2018-10-18,3322
"",2,Stockholm,3,2,2018-05-16,3,1205,2018-05-15,3322
Intresserad,2,Stockholm,3,1,2018-10-15,3,1242,2018-10-14,3322
Ja,3,Stockholm,2,1,2018-04-05,3,1575,2018-04-04,3322
"",2,Stockholm,1,1,2018-08-13,3,1737,2018-08-12,3322
"",1,Stockholm,4,2,2018-10-12,3,1878,2018-10-11,3322
Nej,2,Stockholm,1,3,2018-05-09,3,2168,2018-05-08,3322
"",3,Stockholm,4,3,2018-04-12,3,2396,2018-04-11,3322
Nej,2,Stockholm,4,3,2018-09-28,3,2730,2018-09-27,3322
"",2,Stockholm,2,3,2018-08-24,3,2862,2018-08-23,3322
Ja,2,Stockholm,1,2,2018-09-19,3,3149,2018-09-18,3322
"",1,Stockholm,1,1,2018-03-30,3,277,2018-04-01,3322
"",2,Stockholm,1,3,2018-08-13,3,402,2018-08-13,3322
"",2,Stockholm,3,2,2018-08-24,3,484,2018-08-26,3322
"",1,Stockholm,3,3,2018-10-03,3,568,2018-10-03,3322
"",2,Stockholm,4,1,2018-03-28,3,664,2018-03-28,3322
"",1,Stockholm,3,3,2018-09-12,3,798,2018-09-12,3322
"",1,Stockholm,1,2,2018-08-13,3,998,2018-08-13,3322
"",1,Stockholm,4,1,2018-10-19,3,1154,2018-10-21,3322
Ja,3,Stockholm,4,1,2018-05-16,3,1205,2018-05-16,3322
"",1,Stockholm,4,3,2018-10-15,3,1242,2018-10-15,3322
Ja,2,Stockholm,3,3,2018-04-05,3,1575,2018-04-05,3322
"",1,Stockholm,3,3,2018-08-13,3,1737,2018-08-13,3322
"",2,Stockholm,3,3,2018-10-12,3,1878,2018-10-14,3322
"",1,Stockholm,4,1,2018-05-09,3,2168,2018-05-09,3322
"",1,Stockholm,1,2,2018-04-12,3,2396,2018-04-12,3322
Nej,3,Stockholm,3,2,2018-09-28,3,2730,2018-09-30,3322
"",3,Stockholm,4,1,2018-08-24,3,2862,2018-08-26,3322
Ja,1,Stockholm,2,3,2018-09-19,3,3149,2018-09-19,3322
"",2,Stockholm,3,2,2018-03-30,3,277,2018-04-02,3322
"",3,Stockholm,4,2,2018-08-13,3,402,2018-08-14,3322
Ja,1,Stockholm,1,1,2018-08-24,3,484,2018-08-27,3322
"",2,Stockholm,4,1,2018-10-03,3,568,2018-10-04,3322
"",1,Stockholm,1,3,2018-03-28,3,664,2018-03-29,3322
"",3,Stockholm,4,1,2018-09-12,3,798,2018-09-13,3322
"",2,Stockholm,4,1,2018-08-13,3,998,2018-08-14,3322
"",2,Stockholm,3,2,2018-10-19,3,1154,2018-10-22,3322
Ja,1,Stockholm,1,3,2018-05-16,3,1205,2018-05-17,3322
Ja,3,Stockholm,2,2,2018-10-15,3,1242,2018-10-16,3322
Ja,1,Stockholm,1,2,2018-04-05,3,1575,2018-04-08,3322
"",3,Stockholm,2,2,2018-08-13,3,1737,2018-08-14,3322
"",3,Stockholm,2,1,2018-10-12,3,1878,2018-10-15,3322
"",3,Stockholm,3,2,2018-05-09,3,2168,2018-05-10,3322
"",2,Stockholm,3,1,2018-04-12,3,2396,2018-04-15,3322
Nej,1,Stockholm,1,1,2018-09-28,3,2730,2018-10-01,3322
"",1,Stockholm,3,2,2018-08-24,3,2862,2018-08-27,3322
Ja,3,Stockholm,3,1,2018-09-19,3,3149,2018-09-20,3322
"",2,Stockholm,4,3,2018-04-16,4,62,2018-04-15,4119
"",1,Stockholm,3,3,2018-04-10,4,104,2018-04-09,4119
"",2,Stockholm,3,1,2018-10-10,4,158,2018-10-09,4119
Nej,3,Stockholm,1,1,2018-10-03,4,184,2018-10-02,4119
"",2,Stockholm,4,2,2018-05-16,4,303,2018-05-15,4119
"",2,Stockholm,2,2,2018-10-12,4,472,2018-10-11,4119
"",2,Stockholm,3,2,2018-03-22,4,923,2018-03-22,4119
Nej,2,Stockholm,1,1,2018-03-22,4,940,2018-03-22,4119
"",3,Stockholm,4,2,2018-04-23,4,1084,2018-04-22,4119
"",1,Stockholm,2,2,2018-08-15,4,1123,2018-08-14,4119
"",3,Stockholm,2,1,2018-09-21,4,1269,2018-09-20,4119
"",2,Stockholm,4,3,2018-08-13,4,1326,2018-08-12,4119
"",3,Stockholm,2,2,2018-10-19,4,1730,2018-10-18,4119
"",2,Stockholm,4,3,2018-06-04,4,1788,2018-06-03,4119
"",1,Stockholm,3,3,2018-04-25,4,2123,2018-04-24,4119
"",2,Stockholm,2,2,2018-04-16,4,2202,2018-04-15,4119
"",1,Stockholm,1,2,2018-04-04,4,2254,2018-04-03,4119
Ja,2,Stockholm,4,2,2018-05-18,4,2290,2018-05-17,4119
Nej,1,Stockholm,4,1,2018-08-13,4,2308,2018-08-12,4119
"",2,Stockholm,1,1,2018-04-25,4,2311,2018-04-24,4119
Nej,3,Stockholm,3,3,2018-04-13,4,2471,2018-04-12,4119
"",2,Stockholm,4,1,2018-04-11,4,2915,2018-04-10,4119
"",3,Stockholm,1,2,2018-09-17,4,2946,2018-09-16,4119
"",1,Stockholm,1,1,2018-04-16,4,62,2018-04-16,4119
"",3,Stockholm,2,2,2018-04-10,4,104,2018-04-10,4119
"",1,Stockholm,1,2,2018-10-10,4,158,2018-10-10,4119
Nej,2,Stockholm,3,2,2018-10-03,4,184,2018-10-03,4119
"",1,Stockholm,1,1,2018-05-16,4,303,2018-05-16,4119
"",1,Stockholm,3,3,2018-10-12,4,472,2018-10-14,4119
"",3,Stockholm,4,1,2018-03-22,4,923,2018-03-23,4119
Nej,3,Stockholm,3,3,2018-03-22,4,940,2018-03-23,4119
"",2,Stockholm,3,3,2018-04-23,4,1084,2018-04-23,4119
"",2,Stockholm,1,1,2018-08-15,4,1123,2018-08-15,4119
"",2,Stockholm,1,3,2018-09-21,4,1269,2018-09-23,4119
"",3,Stockholm,3,2,2018-08-13,4,1326,2018-08-13,4119
"",1,Stockholm,3,1,2018-10-19,4,1730,2018-10-21,4119
"",3,Stockholm,1,1,2018-06-04,4,1788,2018-06-04,4119
"",2,Stockholm,1,1,2018-04-25,4,2123,2018-04-25,4119
"",3,Stockholm,1,3,2018-04-16,4,2202,2018-04-16,4119
"",2,Stockholm,4,1,2018-04-04,4,2254,2018-04-04,4119
Ja,1,Stockholm,1,1,2018-05-18,4,2290,2018-05-20,4119
Nej,3,Stockholm,1,3,2018-08-13,4,2308,2018-08-13,4119
"",3,Stockholm,4,2,2018-04-25,4,2311,2018-04-25,4119
Nej,2,Stockholm,4,2,2018-04-13,4,2471,2018-04-15,4119
"",1,Stockholm,1,3,2018-04-11,4,2915,2018-04-11,4119
"",2,Stockholm,2,3,2018-09-17,4,2946,2018-09-17,4119
Nej,3,Stockholm,2,2,2018-04-16,4,62,2018-04-17,4119
"",2,Stockholm,1,1,2018-04-10,4,104,2018-04-11,4119
"",3,Stockholm,4,3,2018-10-10,4,158,2018-10-11,4119
Nej,1,Stockholm,2,3,2018-10-03,4,184,2018-10-04,4119
"",3,Stockholm,3,3,2018-05-16,4,303,2018-05-17,4119
"",3,Stockholm,1,1,2018-10-12,4,472,2018-10-15,4119
"",1,Stockholm,1,3,2018-03-22,4,923,2018-03-25,4119
Nej,1,Stockholm,4,2,2018-03-22,4,940,2018-03-25,4119
"",1,Stockholm,1,1,2018-04-23,4,1084,2018-04-24,4119
"",3,Stockholm,4,3,2018-08-15,4,1123,2018-08-16,4119
"",1,Stockholm,4,2,2018-09-21,4,1269,2018-09-24,4119
"",1,Stockholm,1,1,2018-08-13,4,1326,2018-08-14,4119
Ja,2,Stockholm,1,3,2018-10-19,4,1730,2018-10-22,4119
"",1,Stockholm,2,2,2018-06-04,4,1788,2018-06-05,4119
"",3,Stockholm,2,2,2018-04-25,4,2123,2018-04-26,4119
"",1,Stockholm,3,1,2018-04-16,4,2202,2018-04-17,4119
"",3,Stockholm,2,3,2018-04-04,4,2254,2018-04-05,4119
Ja,3,Stockholm,2,3,2018-05-18,4,2290,2018-05-21,4119
Nej,2,Stockholm,3,2,2018-08-13,4,2308,2018-08-14,4119
"",1,Stockholm,3,3,2018-04-25,4,2311,2018-04-26,4119
"",1,Stockholm,2,1,2018-04-13,4,2471,2018-04-16,4119
"",3,Stockholm,3,2,2018-04-11,4,2915,2018-04-12,4119
"",1,Stockholm,4,1,2018-09-17,4,2946,2018-09-18,4119
"",2,Stockholm,2,3,2018-08-08,4,585,2018-08-07,4113
"",2,Stockholm,3,3,2018-08-08,4,1162,2018-08-07,4113
Intresserad,1,Stockholm,2,2,2018-06-04,4,1238,2018-06-03,4113
"",2,Stockholm,3,3,2018-04-11,4,1610,2018-04-10,4113
"",3,Stockholm,1,1,2018-03-22,4,2644,2018-03-22,4113
"",2,Stockholm,1,1,2018-10-12,4,2814,2018-10-11,4113
"",3,Stockholm,4,3,2018-04-27,4,3019,2018-04-26,4113
"",3,Stockholm,1,1,2018-08-08,4,585,2018-08-08,4113
Ja,1,Stockholm,1,1,2018-08-08,4,1162,2018-08-08,4113
Intresserad,3,Stockholm,1,3,2018-06-04,4,1238,2018-06-04,4113
"",3,Stockholm,4,1,2018-04-11,4,1610,2018-04-11,4113
"",2,Stockholm,3,3,2018-03-22,4,2644,2018-03-23,4113
"",1,Stockholm,3,2,2018-10-12,4,2814,2018-10-14,4113
"",1,Stockholm,1,1,2018-04-27,4,3019,2018-04-29,4113
"",1,Stockholm,4,2,2018-08-08,4,585,2018-08-09,4113
"",3,Stockholm,2,2,2018-08-08,4,1162,2018-08-09,4113
"",2,Stockholm,3,1,2018-06-04,4,1238,2018-06-05,4113
Ja,1,Stockholm,2,2,2018-04-11,4,1610,2018-04-12,4113
"",1,Stockholm,4,2,2018-03-22,4,2644,2018-03-25,4113
"",3,Stockholm,2,3,2018-10-12,4,2814,2018-10-15,4113
"",2,Stockholm,3,2,2018-04-27,4,3019,2018-04-30,4113
Ja,1,Stockholm,3,3,2018-08-08,4,576,2018-08-07,4222
Ja,3,Stockholm,1,2,2018-05-04,4,1402,2018-05-03,4222
"",2,Stockholm,4,2,2018-03-22,4,1608,2018-03-22,4222
"",2,Stockholm,3,3,2018-09-26,4,1989,2018-09-25,4222
"",2,Stockholm,2,2,2018-09-12,4,2353,2018-09-11,4222
Ja,2,Stockholm,1,1,2018-04-04,4,2425,2018-04-03,4222
Ja,2,Stockholm,2,2,2018-04-27,4,2633,2018-04-26,4222
"",1,Stockholm,2,3,2018-04-04,4,3049,2018-04-03,4222
"",2,Stockholm,3,1,2018-04-25,4,3267,2018-04-24,4222
Ja,2,Stockholm,4,1,2018-08-08,4,576,2018-08-08,4222
"",1,Stockholm,4,1,2018-05-04,4,1402,2018-05-06,4222
"",3,Stockholm,2,3,2018-03-22,4,1608,2018-03-23,4222
"",3,Stockholm,2,1,2018-09-26,4,1989,2018-09-26,4222
Ja,1,Stockholm,1,3,2018-09-12,4,2353,2018-09-12,4222
Ja,3,Stockholm,4,2,2018-04-04,4,2425,2018-04-04,4222
Ja,3,Stockholm,1,3,2018-04-27,4,2633,2018-04-29,4222
"",3,Stockholm,1,1,2018-04-04,4,3049,2018-04-04,4222
"",3,Stockholm,2,2,2018-04-25,4,3267,2018-04-25,4222
"",3,Stockholm,1,2,2018-08-08,4,576,2018-08-09,4222
"",2,Stockholm,3,3,2018-05-04,4,1402,2018-05-07,4222
"",1,Stockholm,1,1,2018-03-22,4,1608,2018-03-25,4222
"",1,Stockholm,4,2,2018-09-26,4,1989,2018-09-27,4222
"",3,Stockholm,3,1,2018-09-12,4,2353,2018-09-13,4222
Ja,1,Stockholm,2,3,2018-04-04,4,2425,2018-04-05,4222
Ja,1,Stockholm,4,1,2018-04-27,4,2633,2018-04-30,4222
"",2,Stockholm,4,2,2018-04-04,4,3049,2018-04-05,4222
"",1,Stockholm,4,3,2018-04-25,4,3267,2018-04-26,4222
"",1,Stockholm,4,1,2018-03-26,4,28,2018-03-25,4211
"",2,Stockholm,2,3,2018-03-26,4,28,2018-03-26,4211
"",3,Stockholm,3,2,2018-03-26,4,28,2018-03-27,4211
Nej,1,Stockholm,2,3,2018-08-08,4,46,2018-08-07,4211
Nej,3,Stockholm,1,1,2018-08-08,4,46,2018-08-08,4211
Nej,2,Stockholm,3,2,2018-08-08,4,46,2018-08-09,4211
Nej,2,Stockholm,2,1,2018-08-08,4,266,2018-08-07,4111
"",1,Stockholm,1,3,2018-03-22,4,289,2018-03-22,4111
"",1,Stockholm,4,2,2018-09-19,4,944,2018-09-18,4111
"",3,Stockholm,2,2,2018-04-27,4,1602,2018-04-26,4111
"",2,Stockholm,4,3,2018-08-08,4,1808,2018-08-07,4111
Nej,1,Stockholm,1,2,2018-04-25,4,1924,2018-04-24,4111
Nej,3,Stockholm,1,2,2018-08-13,4,2006,2018-08-12,4111
"",1,Stockholm,1,1,2018-03-22,4,2153,2018-03-22,4111
"",1,Stockholm,2,2,2018-10-12,4,2190,2018-10-11,4111
"",3,Stockholm,1,3,2018-03-26,4,2317,2018-03-25,4111
"",3,Stockholm,1,1,2018-10-24,4,2407,2018-10-23,4111
"",1,Stockholm,4,3,2018-03-22,4,2523,2018-03-22,4111
"",3,Stockholm,3,3,2018-04-20,4,2747,2018-04-19,4111
"",1,Stockholm,3,1,2018-10-15,4,2965,2018-10-14,4111
"",3,Stockholm,3,1,2018-09-07,4,3204,2018-09-06,4111
"",1,Stockholm,3,2,2018-08-08,4,266,2018-08-08,4111
"",3,Stockholm,2,2,2018-03-22,4,289,2018-03-23,4111
"",2,Stockholm,1,1,2018-09-19,4,944,2018-09-19,4111
"",1,Stockholm,4,1,2018-04-27,4,1602,2018-04-29,4111
"",1,Stockholm,1,1,2018-08-08,4,1808,2018-08-08,4111
Nej,2,Stockholm,2,1,2018-04-25,4,1924,2018-04-25,4111
Nej,2,Stockholm,3,3,2018-08-13,4,2006,2018-08-13,4111
"",2,Stockholm,3,3,2018-03-22,4,2153,2018-03-23,4111
"",2,Stockholm,3,3,2018-10-12,4,2190,2018-10-14,4111
"",2,Stockholm,3,2,2018-03-26,4,2317,2018-03-26,4111
"",1,Stockholm,2,3,2018-10-24,4,2407,2018-10-24,4111
Nej,2,Stockholm,2,2,2018-03-22,4,2523,2018-03-23,4111
"",2,Stockholm,2,2,2018-04-20,4,2747,2018-04-22,4111
"",3,Stockholm,4,2,2018-10-15,4,2965,2018-10-15,4111
"",2,Stockholm,2,3,2018-09-07,4,3204,2018-09-09,4111
"",3,Stockholm,4,3,2018-08-08,4,266,2018-08-09,4111
"",2,Stockholm,4,1,2018-03-22,4,289,2018-03-25,4111
"",3,Stockholm,3,3,2018-09-19,4,944,2018-09-20,4111
"",2,Stockholm,1,3,2018-04-27,4,1602,2018-04-30,4111
"",3,Stockholm,2,2,2018-08-08,4,1808,2018-08-09,4111
Nej,3,Stockholm,4,3,2018-04-25,4,1924,2018-04-26,4111
Nej,1,Stockholm,2,1,2018-08-13,4,2006,2018-08-14,4111
Nej,3,Stockholm,2,2,2018-03-22,4,2153,2018-03-25,4111
"",3,Stockholm,1,1,2018-10-12,4,2190,2018-10-15,4111
"",1,Stockholm,2,1,2018-03-26,4,2317,2018-03-27,4111
"",2,Stockholm,3,2,2018-10-24,4,2407,2018-10-25,4111
Nej,3,Stockholm,3,1,2018-03-22,4,2523,2018-03-25,4111
"",1,Stockholm,4,1,2018-04-20,4,2747,2018-04-23,4111
"",2,Stockholm,2,3,2018-10-15,4,2965,2018-10-16,4111
"",1,Stockholm,4,2,2018-09-07,4,3204,2018-09-10,4111
"",3,Stockholm,3,2,2018-10-31,4,336,2018-10-31,4113
"",1,Stockholm,3,2,2018-08-08,4,582,2018-08-07,4113
"",2,Stockholm,3,2,2018-03-26,4,1547,2018-03-25,4113
"",1,Stockholm,4,2,2018-03-22,4,2092,2018-03-22,4113
"",1,Stockholm,4,1,2018-10-31,4,336,2018-11-01,4113
"",2,Stockholm,4,1,2018-08-08,4,582,2018-08-08,4113
"",1,Stockholm,2,3,2018-03-26,4,1547,2018-03-26,4113
Nej,2,Stockholm,3,1,2018-03-22,4,2092,2018-03-23,4113
"",2,Stockholm,1,3,2018-10-31,4,336,2018-11-02,4113
"",3,Stockholm,2,3,2018-08-08,4,582,2018-08-09,4113
"",3,Stockholm,1,1,2018-03-26,4,1547,2018-03-27,4113
Nej,3,Stockholm,1,3,2018-03-22,4,2092,2018-03-25,4113
"",2,Stockholm,3,3,2018-08-29,4,838,2018-08-28,4114
Nej,3,Stockholm,4,3,2018-04-11,4,2707,2018-04-10,4114
"",3,Stockholm,4,3,2018-09-07,4,2930,2018-09-06,4114
"",1,Stockholm,1,2,2018-08-29,4,838,2018-08-29,4114
Nej,1,Stockholm,1,2,2018-04-11,4,2707,2018-04-11,4114
"",2,Stockholm,1,1,2018-09-07,4,2930,2018-09-09,4114
"",3,Stockholm,4,1,2018-08-29,4,838,2018-08-30,4114
Nej,2,Stockholm,3,1,2018-04-11,4,2707,2018-04-12,4114
"",1,Stockholm,2,2,2018-09-07,4,2930,2018-09-10,4114
"",1,Stockholm,1,2,2018-09-14,4,34,2018-09-13,4224
"",2,Stockholm,1,3,2018-08-22,4,441,2018-08-21,4224
"",1,Stockholm,2,3,2018-03-26,4,716,2018-03-25,4224
"",2,Stockholm,2,3,2018-04-04,4,745,2018-04-03,4224
"",2,Stockholm,4,2,2018-04-04,4,805,2018-04-03,4224
"",1,Stockholm,1,1,2018-05-09,4,1731,2018-05-08,4224
"",3,Stockholm,3,1,2018-08-08,4,1784,2018-08-07,4224
"",2,Stockholm,1,2,2018-04-04,4,1941,2018-04-03,4224
"",3,Stockholm,2,1,2018-05-18,4,2158,2018-05-17,4224
"",1,Stockholm,4,2,2018-04-11,4,2253,2018-04-10,4224
"",1,Stockholm,3,3,2018-04-23,4,2415,2018-04-22,4224
"",1,Stockholm,1,1,2018-03-28,4,2514,2018-03-27,4224
"",3,Stockholm,1,2,2018-08-08,4,2595,2018-08-07,4224
"",1,Stockholm,4,1,2018-04-04,4,3037,2018-04-03,4224
Ja,2,Stockholm,2,3,2018-10-12,4,3293,2018-10-11,4224
"",3,Stockholm,3,1,2018-09-14,4,34,2018-09-16,4224
"",3,Stockholm,4,2,2018-08-22,4,441,2018-08-22,4224
"",2,Stockholm,4,2,2018-03-26,4,716,2018-03-26,4224
"",3,Stockholm,4,2,2018-04-04,4,745,2018-04-04,4224
"",1,Stockholm,2,3,2018-04-04,4,805,2018-04-04,4224
"",2,Stockholm,3,2,2018-05-09,4,1731,2018-05-09,4224
"",1,Stockholm,2,2,2018-08-08,4,1784,2018-08-08,4224
"",1,Stockholm,3,3,2018-04-04,4,1941,2018-04-04,4224
"",1,Stockholm,1,3,2018-05-18,4,2158,2018-05-20,4224
"",2,Stockholm,1,1,2018-04-11,4,2253,2018-04-11,4224
"",3,Stockholm,2,2,2018-04-23,4,2415,2018-04-23,4224
